"obs_id","source","compilation","location","DOI","latitude","longitude","elevation","d2H_precip","d2H_precip_err","d2H_wax","d2H_wax_err","archive_class"
"obs_0849","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","TUP, Narsaq area, Greenland","10.1016/j.quascirev.2019.105978",60.87,-45.72,NA,NA,NA,-215,4,"lake sediment"
"obs_0850","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","PLK, Narsaq area, Greenland","10.1016/j.quascirev.2019.105978",60.87,-45.72,NA,NA,NA,-206,4,"lake sediment"
"obs_0851","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","LNR, Narsaq area, Greenland","10.1016/j.quascirev.2019.105978",60.87,-45.72,751,-101,3,-203,6,"lake sediment"
"obs_0852","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","NAR, Narsaq area, Greenland","10.1016/j.quascirev.2019.105978",60.87,-45.72,766,-101,3,-210,4,"lake sediment"
"obs_0853","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","T1, Nuuk area, Greenland","10.1016/j.quascirev.2019.105978",63.76,-51.36,75,-107,7,-203,4,"lake sediment"
"obs_0854","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","T2, Nuuk area, Greenland","10.1016/j.quascirev.2019.105978",63.76,-51.37,57,-106,7,-218,4,"lake sediment"
"obs_0855","McFarlin et al. 2019","Manual extraction","T1, Nuuk area, Greenland","10.1016/j.quascirev.2019.105978",64,-51.5,NA,NA,NA,-203,4,"lake sediment"
"obs_0856","McFarlin et al. 2019","Manual extraction","T2, Nuuk area, Greenland","10.1016/j.quascirev.2019.105978",64,-51.5,NA,NA,NA,-218,4,"lake sediment"
"obs_0857","McFarlin et al. 2019","Manual extraction","RTL3, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-232,6,"lake sediment"
"obs_0858","McFarlin et al. 2019","Manual extraction","RTL2, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-224,6,"lake sediment"
"obs_0859","McFarlin et al. 2019","Manual extraction","LSL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-237,5,"lake sediment"
"obs_0860","McFarlin et al. 2019","Manual extraction","SHL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-251,4,"lake sediment"
"obs_0861","McFarlin et al. 2019","Manual extraction","USHL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-257,4,"lake sediment"
"obs_0862","McFarlin et al. 2019","Manual extraction","RTL1, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-240,4,"lake sediment"
"obs_0863","McFarlin et al. 2019","Manual extraction","SEC, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67,-51,NA,NA,NA,-246,4,"lake sediment"
"obs_0864","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","LSL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67.05,-50.52,124,-139,13,-237,5,"lake sediment"
"obs_0865","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","RTL3, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67.06,-50.45,170,-140,13,-232,6,"lake sediment"
"obs_0866","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","RTL1, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67.15,-50.08,443,-148,11,-240,4,"lake sediment"
"obs_0867","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","SHL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67.15,-50.13,335,-146,11,-251,4,"lake sediment"
"obs_0868","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","USHL, Kangerlussuaq, Greenland","10.1016/j.quascirev.2019.105978",67.15,-50.13,340,-147,11,-257,4,"lake sediment"
"obs_0869","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","SEC, Kangerlussuaq area, Greenland","10.1016/j.quascirev.2019.105978",76.58,-68.66,248,-181,1,-246,4,"lake sediment"
"obs_0870","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","Sioraq (STR), Thule area, Greenland","10.1016/j.quascirev.2019.105978",76.67,-67.94,224,-181,1,-248,6,"lake sediment"
"obs_0871","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","NS1, Thule area, Greenland","10.1016/j.quascirev.2019.105978",76.82,-67.05,455,-186,2,-235,4,"lake sediment"
"obs_0872","McFarlin et al. 2019","Manual extraction","WLL (Wax Lips Lake), Thule, Greenland","10.1016/j.quascirev.2019.105978",76.85,-68.66,NA,NA,NA,-264,7,"lake sediment"
"obs_0873","McFarlin et al. 2019","Manual extraction","STR, Thule area, Greenland","10.1016/j.quascirev.2019.105978",76.85,-68.66,NA,NA,NA,-248,6,"lake sediment"
"obs_0874","McFarlin et al. 2019","NOAA WDS Paleoclimatology: study 27790","Wax Lips Lake (WLL), Thule area, Greenland","10.1016/j.quascirev.2019.105978",76.85,-66.96,517,-187,2,-264,7,"lake sediment"
"obs_0875","Mugler et al 2008","McFarlin","Tibet_ave (NC)","10.1016/j.orggeochem.2008.02.008",30.64,90.6,4718,-139,4,-246,36.4,"lake sediment"
"obs_0876","Mugler et al 2008","McFarlin","HZM","10.1016/j.orggeochem.2008.02.008",50.12,6.88,425,-56,2,-198,1,"lake sediment"
"obs_0877","Pautler et al., 2014","Liu","Kluane Lake","10.1016/j.palaeo.2014.03.038",61.15,-138.45,748,-164,NA,-259,NA,"soil"
"obs_0878","Pautler et al., 2014","Liu","Kluane Lake","10.1016/j.palaeo.2014.03.038",61.15,-138.45,748,-164,NA,-241,NA,"soil"
"obs_0879","Pautler et al., 2014","Liu","Christie Mine, Dominion Creek","10.1016/j.palaeo.2014.03.038",63.65,-138.63,581,-163,NA,-285,NA,"soil"
"obs_0880","Pautler et al., 2014","Liu","Christie Mine, Dominion Creek","10.1016/j.palaeo.2014.03.038",63.65,-138.63,581,-163,NA,-269,NA,"soil"
"obs_0881","Pautler et al., 2014","Liu","Christie Mine, Dominion Creek","10.1016/j.palaeo.2014.03.038",63.65,-138.63,581,-163,NA,-274,NA,"soil"
"obs_0882","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,581,-163,NA,-259,NA,"soil"
"obs_0883","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,581,-163,NA,-278,NA,"soil"
"obs_0884","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,581,-163,NA,-274,NA,"soil"
"obs_0885","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-246,NA,"soil"
"obs_0886","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-261,NA,"soil"
"obs_0887","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-257,NA,"soil"
"obs_0888","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-262,NA,"soil"
"obs_0889","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-266,NA,"soil"
"obs_0890","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-263,NA,"soil"
"obs_0891","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-265,NA,"soil"
"obs_0892","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,582,-163,NA,-268,NA,"soil"
"obs_0893","Pautler et al., 2014","Liu","Tatlow Camp, Quartz Creek","10.1016/j.palaeo.2014.03.038",63.82,-139.02,581,-163,NA,-270,NA,"soil"
"obs_0894","Pautler et al., 2014","Liu","Goldbottom Creek","10.1016/j.palaeo.2014.03.038",63.93,-138.97,689,-165,NA,-279,NA,"soil"
"obs_0895","Pautler et al., 2014","Liu","Goldbottom Creek","10.1016/j.palaeo.2014.03.038",63.93,-138.97,689,-165,NA,-274,NA,"soil"
"obs_0896","Pautler et al., 2014","Liu","Goldbottom Creek","10.1016/j.palaeo.2014.03.038",63.93,-138.97,689,-165,NA,-266,NA,"soil"
"obs_0897","Polissar and Freeman 2010","McFarlin","Bear Meadows","10.1016/j.gca.2010.06.018",40.73,-77.76,552,-65,2,-191.3,NA,"lake sediment"
"obs_0898","Roy & Sanyal 2022","Roy & Sanyal 2022 Table 2","Gangetic floodplain, India","10.1016/j.quaint.2021.09.004",25,83,NA,-57,NA,-212.0381303,4.898454279,"soil"
"obs_0899","Roy & Sanyal 2022","Roy & Sanyal 2022 Table 2","Gangetic floodplain, India","10.1016/j.quaint.2021.09.004",25,83,NA,-57,NA,-150.5190408,6.961393129,"soil"
"obs_0900","Roy & Sanyal 2022","Roy & Sanyal 2022 Table 2","Gangetic floodplain, India","10.1016/j.quaint.2021.09.004",25,83,NA,-57,NA,-170.8170185,10.1505477545497,"soil"
"obs_0901","Sachse et al 2004","McFarlin","LPM","10.1016/j.gca.2004.06.004",40.93,15.61,685,-48,1,-169,2,"lake sediment"
"obs_0902","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-198,NA,"lake sediment"
"obs_0903","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-211,NA,"lake sediment"
"obs_0904","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-212,NA,"lake sediment"
"obs_0905","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-210,NA,"lake sediment"
"obs_0906","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-205,NA,"lake sediment"
"obs_0907","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-186,NA,"lake sediment"
"obs_0908","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-207,NA,"lake sediment"
"obs_0909","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-216,NA,"lake sediment"
"obs_0910","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-224,NA,"lake sediment"
"obs_0911","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-218,NA,"lake sediment"
"obs_0912","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-217,NA,"lake sediment"
"obs_0913","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-225,NA,"lake sediment"
"obs_0914","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-220,NA,"lake sediment"
"obs_0915","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-221,NA,"lake sediment"
"obs_0916","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-227,NA,"lake sediment"
"obs_0917","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-244,NA,"lake sediment"
"obs_0918","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-240,NA,"lake sediment"
"obs_0919","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-219,NA,"lake sediment"
"obs_0920","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-229,NA,"lake sediment"
"obs_0921","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-195,NA,"lake sediment"
"obs_0922","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-203,NA,"lake sediment"
"obs_0923","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-208,NA,"lake sediment"
"obs_0924","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-213,NA,"lake sediment"
"obs_0925","Seki et al., 2010","Liu","Hokkaido, Japan","10.1016/j.gca.2009.10.025",44.2,142.1,560,-60,NA,-222,NA,"lake sediment"
"obs_0926","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Taylor Road and WA SR10","10.1016/j.orggeochem.2023.104572",47.2,-120.8,570,-89.2,NA,-206.2,1.8,"soil"
"obs_0927","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Near Cannon Mine, Methow St, Wenatchee","10.1016/j.orggeochem.2023.104572",47.4,-120.3,390,-90.4,NA,-200.4,1.4,"soil"
"obs_0928","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Rockaway Beach Park, Bainbridge Island","10.1016/j.orggeochem.2023.104572",47.6,-122.5,1,-67,NA,-208.3,3.3,"soil"
"obs_0929","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Chiwawa River/Chiwawa Basin Trail","10.1016/j.orggeochem.2023.104572",48.1,-120.9,1467.4,-102.2,NA,-221.2,2.7,"soil"
"obs_0930","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Suiattle River Road","10.1016/j.orggeochem.2023.104572",48.3,-121.3,349.2,-84.7,NA,-193,1.8,"soil"
"obs_0931","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Leader Lake State Park","10.1016/j.orggeochem.2023.104572",48.4,-119.7,720.5,-102.4,NA,-230,3.1,"soil"
"obs_0932","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Bowman Bay, Deception Pass State Park","10.1016/j.orggeochem.2023.104572",48.4,-122.7,12,-72,NA,-162.4,1.8,"soil"
"obs_0933","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Thompson Ridge Road","10.1016/j.orggeochem.2023.104572",48.4,-120.3,1170,-104.9,NA,-221.3,1.2,"soil"
"obs_0934","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, FR 42 off Loup Loup Summit","10.1016/j.orggeochem.2023.104572",48.4,-119.9,1387,-110.4,NA,-249.9,1.5,"soil"
"obs_0935","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Cascade Pass","10.1016/j.orggeochem.2023.104572",48.5,-121.1,1586.5,-106.5,NA,-202.6,2.3,"soil"
"obs_0936","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Pacific Crest Trail Bridge Creek Trailhead","10.1016/j.orggeochem.2023.104572",48.5,-120.7,1400.7,-105.2,NA,-219.2,5.7,"soil"
"obs_0937","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Cedar Creek Trail","10.1016/j.orggeochem.2023.104572",48.5,-120.5,1350,-106.4,NA,-258.8,1.1,"soil"
"obs_0938","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Sauk Mountain Road","10.1016/j.orggeochem.2023.104572",48.5,-121.6,909,-94.4,NA,-222.8,3.7,"soil"
"obs_0939","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Lookout Mountain Lookout Trail","10.1016/j.orggeochem.2023.104572",48.5,-121.3,1096,-94.1,NA,-208.4,5.5,"soil"
"obs_0940","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Cutthroat Pass Trail","10.1016/j.orggeochem.2023.104572",48.5,-120.7,1688,-110.2,NA,-200.7,8.1,"soil"
"obs_0941","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Eightmile Creek","10.1016/j.orggeochem.2023.104572",48.6,-120.2,885,-103.9,NA,-229.5,1,"soil"
"obs_0942","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Squire's Lake Trail","10.1016/j.orggeochem.2023.104572",48.6,-122.4,163,-82.7,NA,-169.8,1.3,"soil"
"obs_0943","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Hathaway Road (Prairie, WA)","10.1016/j.orggeochem.2023.104572",48.6,-122.2,174,-79.8,NA,-179.3,4.3,"soil"
"obs_0944","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Medford/Scott Paper Road","10.1016/j.orggeochem.2023.104572",48.6,-122,533,-86.6,NA,-203,2.9,"soil"
"obs_0945","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Easy Pass Trail","10.1016/j.orggeochem.2023.104572",48.6,-120.8,1522,-104.3,NA,-207.6,0,"soil"
"obs_0946","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Goat Peak Road","10.1016/j.orggeochem.2023.104572",48.6,-120.4,1408,-108.4,NA,-256.9,0.7,"soil"
"obs_0947","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Hagood Cutoff off Pine Creek Road","10.1016/j.orggeochem.2023.104572",48.6,-119.6,446,-102.7,NA,-204.1,1.3,"soil"
"obs_0948","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, South Fork Park, Deming","10.1016/j.orggeochem.2023.104572",48.7,-122.2,107.2,-79.9,NA,-210.5,2.9,"soil"
"obs_0949","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction","10.1016/j.orggeochem.2023.104572",48.7,-121.8,895.7,-93.5,NA,-201.3,2.6,"soil"
"obs_0950","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Shannon Creek Campground, N Baker Lake","10.1016/j.orggeochem.2023.104572",48.7,-121.6,240.6,-86.4,NA,-188.5,0.8,"soil"
"obs_0951","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Salmon Meadows, Conconully","10.1016/j.orggeochem.2023.104572",48.7,-119.8,1354.1,-111.7,NA,-236.6,1.8,"soil"
"obs_0952","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction","10.1016/j.orggeochem.2023.104572",48.7,-121.8,877,-93.5,NA,-196.6,1.3,"soil"
"obs_0953","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, FR 100 off Chewuch Road","10.1016/j.orggeochem.2023.104572",48.7,-120.2,1022,-106.1,NA,-231.5,3.2,"soil"
"obs_0954","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Nugent's Corner River Access","10.1016/j.orggeochem.2023.104572",48.8,-122.3,75,-79.6,NA,-183.5,1.1,"soil"
"obs_0955","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Heliotrope Ridge Trailhead","10.1016/j.orggeochem.2023.104572",48.8,-121.9,1118.1,-95.6,NA,-193.6,1,"soil"
"obs_0956","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, West Chewuch Rd b/n Andrews and Lake Creek","10.1016/j.orggeochem.2023.104572",48.8,-120.1,874,-106.8,NA,-207.8,2.1,"soil"
"obs_0957","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Spectacle Lake","10.1016/j.orggeochem.2023.104572",48.8,-119.5,421,-105.3,NA,-232.9,3.7,"soil"
"obs_0958","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Fancher Dam Road and Havillah Road","10.1016/j.orggeochem.2023.104572",48.8,-119.3,981.4,-111.7,NA,-224.9,1.9,"soil"
"obs_0959","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Fancher Dam Road and Havillah Road","10.1016/j.orggeochem.2023.104572",48.8,-119.3,982,-111.7,NA,-257.3,1.2,"soil"
"obs_0960","Sisley & Wolhowe (2023)","Supplement Table S1 (soil)","Cascades transect, WA, Big Tree Trail, Bonaparte State Park","10.1016/j.orggeochem.2023.104572",48.9,-119,1156.4,-114.6,NA,-244.4,3,"soil"
"obs_0961","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","T1L9 (T1L9)","10.1016/j.gca.2022.11.001",31.38868,-84.39601,54,-21,NA,-159,NA,"lake sediment"
"obs_0962","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Morgan (T2L11)","10.1016/j.gca.2022.11.001",31.66976,-81.81111,11,-21,NA,-136,NA,"lake sediment"
"obs_0963","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","T1L8 (T1L8)","10.1016/j.gca.2022.11.001",32.34999,-86.20918,87,-23,NA,-162,NA,"lake sediment"
"obs_0964","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Turkey Hill (T2L12)","10.1016/j.gca.2022.11.001",33.55354,-80.84634,73,-26,NA,-158,NA,"lake sediment"
"obs_0965","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Lamar (T1L7)","10.1016/j.gca.2022.11.001",33.77759,-88.23522,110,-25,NA,-170,NA,"lake sediment"
"obs_0966","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Bear Creek (T1L6)","10.1016/j.gca.2022.11.001",34.71125,-90.69264,80,-29,NA,-153,NA,"lake sediment"
"obs_0967","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Wheatfield (T2L13)","10.1016/j.gca.2022.11.001",35.17073,-79.67573,169,-28,NA,-158,NA,"lake sediment"
"obs_0968","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Ferguson (T1L5)","10.1016/j.gca.2022.11.001",35.88266,-92.6309,473,-35,NA,-169,NA,"lake sediment"
"obs_0969","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Buffalo (T2L14)","10.1016/j.gca.2022.11.001",36.62386,-78.57864,12,-30,NA,-167,NA,"lake sediment"
"obs_0970","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Spring (T1L4)","10.1016/j.gca.2022.11.001",37.05976,-94.73146,245,-36,NA,-168,NA,"lake sediment"
"obs_0971","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","T1L3 (T1L3)","10.1016/j.gca.2022.11.001",37.76569,-97.31961,405,-41,NA,-160,NA,"lake sediment"
"obs_0972","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Locust Shade (T2L15)","10.1016/j.gca.2022.11.001",38.53797,-77.34658,45,-38,NA,-173,NA,"lake sediment"
"obs_0973","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Antelope (T1L2)","10.1016/j.gca.2022.11.001",39.37553,-100.11211,725,-56,NA,-178,NA,"lake sediment"
"obs_0974","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Middle Creek (T2L16)","10.1016/j.gca.2022.11.001",40.27465,-76.23239,175,-49,NA,-175,NA,"lake sediment"
"obs_0975","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Overland (T1L1)","10.1016/j.gca.2022.11.001",40.621,-103.182,1200,-73,NA,-190,NA,"lake sediment"
"obs_0976","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Cody Pond (T3L29)","10.1016/j.gca.2022.11.001",41.15055,-100.75241,852,-65,NA,-165,NA,"lake sediment"
"obs_0977","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Norwalk (T2L24)","10.1016/j.gca.2022.11.001",41.23881,-82.58788,244,-52,NA,-189,NA,"lake sediment"
"obs_0978","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","LaPrele Pond (T3L30)","10.1016/j.gca.2022.11.001",41.31952,-105.54942,2181,-98,NA,-224,NA,"lake sediment"
"obs_0979","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Libby Flats (LF15)","10.1016/j.gca.2022.11.001",41.32491,-106.28588,3192,-118,NA,-226,NA,"lake sediment"
"obs_0980","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Eagle (T2L25)","10.1016/j.gca.2022.11.001",41.43546,-85.57648,275,-47,NA,-164,NA,"lake sediment"
"obs_0981","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Cottonwood (T3L28)","10.1016/j.gca.2022.11.001",41.44972,-96.56627,370,-61,NA,-167,NA,"lake sediment"
"obs_0982","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Beaver Meadows (T2L23)","10.1016/j.gca.2022.11.001",41.52093,-79.11079,523,-65,NA,-175,NA,"lake sediment"
"obs_0983","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Mendota (T2L26)","10.1016/j.gca.2022.11.001",41.55853,-89.13097,235,-44,NA,-174,NA,"lake sediment"
"obs_0984","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Quarry Spring (T2L27)","10.1016/j.gca.2022.11.001",41.68668,-93.24137,241,-41,NA,-180,NA,"lake sediment"
"obs_0985","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","T2L17 (T2L17)","10.1016/j.gca.2022.11.001",41.69247,-74.68755,479,-55,NA,-174,NA,"lake sediment"
"obs_0986","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Batterson (T2L21)","10.1016/j.gca.2022.11.001",41.71002,-72.78982,94,-49,NA,-187,NA,"lake sediment"
"obs_0987","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Blanding (T2L22)","10.1016/j.gca.2022.11.001",41.79835,-75.67582,454,-59,NA,-160,NA,"lake sediment"
"obs_0988","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Arms House (T2L20)","10.1016/j.gca.2022.11.001",41.95139,-70.6655,24,-46,NA,-191,NA,"lake sediment"
"obs_0989","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Carter’s Pond (T2L18)","10.1016/j.gca.2022.11.001",43.16463,-73.42084,151,-60,NA,-165,NA,"lake sediment"
"obs_0990","Stefanescu et al. 2023","Wyoming Data Repository doi:10.15786/20126483","Twin Ponds (T2L19)","10.1016/j.gca.2022.11.001",44.06117,-72.57968,410,-69,NA,-191,NA,"lake sediment"
