"obs_id","source","compilation","location","DOI","latitude","longitude","elevation","d2H_precip","d2H_precip_err","d2H_wax","d2H_wax_err","archive_class"
"obs_0302","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",32.419278,95.42675,3970,-118.989,NA,-234,2.475,"soil"
"obs_0303","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",32.732306,95.139417,4154,-104.022,NA,-234,2.475,"soil"
"obs_0304","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",32.8828,91.9178,5201,-118.5,NA,-203,2.021,"soil"
"obs_0305","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",32.9209,91.9726,5155,-117.889,NA,-194,2.021,"soil"
"obs_0306","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",33.0129166666667,91.6700166666667,5085,-123.645,NA,-216,2.475,"soil"
"obs_0307","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.0148333333333,91.9910666666667,5123,-113.917,NA,-203,2.475,"soil"
"obs_0308","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.0225166666667,91.9948,5117,-113.11,NA,-196,2.475,"soil"
"obs_0309","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.03115,92.0052166666667,5143,-111.743,NA,-224,2.475,"soil"
"obs_0310","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.0406833333333,92.03295,5233,-108.491,NA,-209,2.475,"soil"
"obs_0311","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.0892,91.79065,4951,-113.874,NA,-189,2.475,"soil"
"obs_0312","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",33.119111,95.194417,4145,-117.401,NA,-208,2.475,"soil"
"obs_0313","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.1538,91.8597,4869,-106.371,NA,-182,2.021,"soil"
"obs_0314","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.3231666666667,91.896,4810,-94.275,NA,-199,2.475,"soil"
"obs_0315","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.602,92.0748,4712,-92.368,NA,-175,2.021,"soil"
"obs_0316","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",33.7859666666667,92.2778166666667,4624,-91.572,NA,-200,2.475,"soil"
"obs_0317","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Yangtze","10.1029/2025PA005167",33.99,97.455,4581,-104.651,4,-205,2.475,"soil"
"obs_0318","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Yangtze","10.1029/2025PA005167",34.03,97.545,4617,-101.551,5,-189,2.475,"soil"
"obs_0319","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",34.08755,92.3350333333333,4759,-88.091,NA,-199,2.475,"soil"
"obs_0320","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",34.1031,92.3582,4726,-87.752,NA,-194,2.021,"soil"
"obs_0321","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",34.2931166666667,92.5092666666667,4582,-92.735,NA,-183,2.475,"soil"
"obs_0322","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",34.7767833333333,92.9039666666667,4684,-80.819,NA,-178,2.475,"soil"
"obs_0323","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.1522166666667,93.0402,4698,-75.961,NA,-183,2.475,"soil"
"obs_0324","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.1699,93.0354,4677,-76.023,NA,-167,2.021,"soil"
"obs_0325","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.2536,94.3293,4080,-74.767,NA,-146,2.021,"soil"
"obs_0326","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.2910666666667,93.2701666666667,4568,-74.939,NA,-199,2.475,"soil"
"obs_0327","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.4681,93.6043,4498,-72.567,NA,-174,2.021,"soil"
"obs_0328","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.4702833333333,93.6400666666667,4497,-72.337,NA,-187,2.475,"soil"
"obs_0329","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.51555,93.8661,4605,-70.493,NA,-169,2.475,"soil"
"obs_0330","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Yangtze","10.1029/2025PA005167",35.5677,94.008,4655,-68.85,NA,-163,2.021,"soil"
"obs_0331","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",35.6422,94.0686,4750,-66.407,NA,-173,2.021,"soil"
"obs_0332","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Ob","10.1029/2025PA005167",35.6968,94.0555,4556,-66.107,NA,-167,2.021,"soil"
"obs_0333","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Central Tibet, drainage: Ob","10.1029/2025PA005167",35.7194,94.1258,4446,-67.161,NA,-182,2.475,"soil"
"obs_0334","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",36.5478,100.6908,3193,-53.332,NA,-149,2.475,"soil"
"obs_0335","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",36.6331,100.1164,3193,-54.431,NA,-172,2.475,"soil"
"obs_0336","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",36.6539,100.2711,3193,-53.698,NA,-155,2.475,"soil"
"obs_0337","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",36.9017,99.6336,3193,-53.32,NA,-162,2.475,"soil"
"obs_0338","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.1383,100.3456,3193,-48.737,NA,-156,2.475,"soil"
"obs_0339","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.1875,100.0772,3093,-49.376,NA,-165,2.475,"soil"
"obs_0340","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.1875,100.0772,3193,-49.376,NA,-158,2.475,"soil"
"obs_0341","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.1875,100.0772,3193,-49.376,NA,-149,2.475,"soil"
"obs_0342","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.2,101.53,2840,-95.232,NA,-148,2.021,"soil"
"obs_0343","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.2262,102.8335,2819,-95.304,NA,-167,2.021,"soil"
"obs_0344","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.2357,101.5087,2925,-95.375,NA,-160,2.021,"soil"
"obs_0345","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.2714,101.4152,3058,-94.058,NA,-152,2.021,"soil"
"obs_0346","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.2935,101.4141,3203,-93.506,NA,-155,2.021,"soil"
"obs_0347","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Ob","10.1029/2025PA005167",37.3019,96.8857,2812,-167.461,NA,-126,2.475,"soil"
"obs_0348","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.3235,101.4152,3454,-92.53,NA,-159,2.021,"soil"
"obs_0349","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.3265,101.4058,3713,-92.402,NA,-169,2.021,"soil"
"obs_0350","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.371,101.4059,3537,-43.069,NA,-160,2.021,"soil"
"obs_0351","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Ob","10.1029/2025PA005167",37.463,95.577,3174,-85.387,4,-156,2.475,"soil"
"obs_0352","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.6316,102.37035,2959,-89.471,NA,-163,2.021,"soil"
"obs_0353","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.639,102.3716,2818,-89.913,NA,-170,2.021,"soil"
"obs_0354","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.8759,101.9279,2847,-36.371,NA,-157,2.021,"soil"
"obs_0355","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",37.8791,101.9232,2945,-36.238,NA,-161,2.021,"soil"
"obs_0356","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.233,99.9916,2815,-41.665,NA,-163,2.021,"soil"
"obs_0357","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.233,99.9916,2904,-41.665,NA,-167,2.021,"soil"
"obs_0358","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.2467,99.9576,2859,-41.33,NA,-155,2.021,"soil"
"obs_0359","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.2762,99.8765,2969,-41.28,NA,-156,2.021,"soil"
"obs_0360","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.3295,99.7389,3084,-41.137,NA,-146,2.021,"soil"
"obs_0361","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.3804,99.688,3137,-40.537,NA,-163,2.021,"soil"
"obs_0362","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.4764,99.5819,3398,-38.582,NA,-161,2.021,"soil"
"obs_0363","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.5744,99.4192,3231,-38.91,NA,-151,2.021,"soil"
"obs_0364","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.7838,98.7447,4126,-37.416,NA,-153,2.021,"soil"
"obs_0365","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.793,98.7629,4033,-37.326,NA,-154,2.021,"soil"
"obs_0366","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.7968,98.8812,3671,-37.36,NA,-163,2.021,"soil"
"obs_0367","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.8231,98.7986,3906,-37.16,NA,-153,2.021,"soil"
"obs_0368","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",38.8492,99.035,3774,-35.641,NA,-143,2.021,"soil"
"obs_0369","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",39.1363,98.1334,3177,-35.476,NA,-163,2.021,"soil"
"obs_0370","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",39.2726,97.7403,3874,-32.698,NA,-166,2.021,"soil"
"obs_0371","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Northeast Tibet, drainage: Yangtze","10.1029/2025PA005167",39.3322,97.8362,3076,-32.992,NA,-162,2.021,"soil"
"obs_0372","Huang et al., 2016","Liu","Yichun","10.1016/j.palaeo.2016.08.011",68.52,129.53,272,-88,NA,-209,NA,"soil"
"obs_0373","Jaeschke et al. 2018","Manual extraction","Jimma zone VI, Ethiopia (Forest)","10.1016/j.orggeochem.2018.06.006",7.593,36.8544,1769,NA,NA,-127,NA,"soil"
"obs_0374","Jaeschke et al., 2018","Ladd","I-Forest","10.1016/j.orggeochem.2018.06.006",7.4452,36.8768,2650,-0.422700005,NA,-130,NA,"soil"
"obs_0375","Jaeschke et al., 2018","Ladd","IV-Cropland","10.1016/j.orggeochem.2018.06.006",7.4782,36.8814,2099,0.672390959,NA,-127,NA,"soil"
"obs_0376","Jaeschke et al., 2018","Ladd","IV-Forest","10.1016/j.orggeochem.2018.06.006",7.4782,36.8814,2099,0.672390959,NA,-132,NA,"soil"
"obs_0377","Jaeschke et al., 2018","Ladd","VI-Cropland","10.1016/j.orggeochem.2018.06.006",7.593,36.8544,1769,6.281825171,NA,-131,NA,"soil"
"obs_0378","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1320,-58,NA,-180,NA,"lake sediment"
"obs_0379","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1375,-59,NA,-169,NA,"lake sediment"
"obs_0380","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1470,-60,NA,-184,NA,"lake sediment"
"obs_0381","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1550,-61,NA,-183,NA,"lake sediment"
"obs_0382","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1610,-62,NA,-192,NA,"lake sediment"
"obs_0383","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1645,-62,NA,-181,NA,"lake sediment"
"obs_0384","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1800,-64,NA,-202,NA,"lake sediment"
"obs_0385","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1915,-66,NA,-188,NA,"lake sediment"
"obs_0386","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1973,-66,NA,-201,NA,"lake sediment"
"obs_0387","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2115,-68,NA,-185,NA,"lake sediment"
"obs_0388","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2160,-69,NA,-214,NA,"lake sediment"
"obs_0389","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2220,-70,NA,-203,NA,"lake sediment"
"obs_0390","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2960,-81,NA,-198,NA,"lake sediment"
"obs_0391","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,3188,-85,NA,-220,NA,"lake sediment"
"obs_0392","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,3518,-92,NA,-224,NA,"lake sediment"
"obs_0393","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,3676,-95,NA,-241,NA,"lake sediment"
"obs_0394","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,3767,-97,NA,-237,NA,"lake sediment"
"obs_0395","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1180,-56,NA,-178,NA,"lake sediment"
"obs_0396","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1700,-63,NA,-193,NA,"lake sediment"
"obs_0397","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,1220,-57,NA,-195,NA,"lake sediment"
"obs_0398","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2846,-79,NA,-196,NA,"lake sediment"
"obs_0399","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2420,-73,NA,-197,NA,"lake sediment"
"obs_0400","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2005,-67,NA,-199,NA,"lake sediment"
"obs_0401","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2540,-75,NA,-200,NA,"lake sediment"
"obs_0402","Jia et al., 2008","Liu","Mt Gongga","10.1016/j.gca.2008.08.004",30,102,2085,-68,NA,-206,NA,"lake sediment"
"obs_0403","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",25.92,100.12,1967,-73,2,-172,NA,"lake sediment"
"obs_0404","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",29.83,94.46,4132,-127,NA,-232,NA,"lake sediment"
"obs_0405","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",34.02,97.22,4541,-111,4,-180,NA,"lake sediment"
"obs_0406","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",34.16,95.98,4701,-113,5,-188,NA,"lake sediment"
"obs_0407","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",34.68,98.06,4233,-97,4,-169,NA,"lake sediment"
"obs_0408","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Tibetan plateau, Asia","10.1016/j.orggeochem.2010.05.010",35.23,98.65,4095,-75,5,-162,NA,"lake sediment"
"obs_0409","Ladd 2021 compilation (Aichner et al., 2010)","ETH Zurich: doi:10.3929/ethz-b-000412154","Qaidam Basin, Asia","10.1016/j.orggeochem.2010.05.010",37.04,100.58,3205,-57,6,-150,NA,"lake sediment"
"obs_0410","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.2,81.2,3200,-55,NA,-190,NA,"lake sediment"
"obs_0411","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.22,81.22,3000,-52,NA,-183,NA,"lake sediment"
"obs_0412","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.22,81.23,2900,-50,NA,-186,NA,"lake sediment"
"obs_0413","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.23,81.67,2450,-44,NA,-189,NA,"lake sediment"
"obs_0414","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.55,77.05,4650,-117,NA,-194,NA,"lake sediment"
"obs_0415","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.55,77.13,4450,-112,NA,-190,NA,"lake sediment"
"obs_0416","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.63,80.75,1900,-35,NA,-190,NA,"lake sediment"
"obs_0417","Ladd 2021 compilation (Bai et al., 2011)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Kunlun, Asia","10.1016/j.orggeochem.2011.03.019",36.65,77.12,3836,-104,NA,-183,NA,"lake sediment"
"obs_0418","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.47,103.57,3100,-57,NA,-214,NA,"soil"
"obs_0419","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.73,103.98,3640,-66,NA,-217,NA,"soil"
"obs_0420","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.74,103.96,3590,-65,NA,-235,NA,"soil"
"obs_0421","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.77,103.95,3430,-63,NA,-210,NA,"soil"
"obs_0422","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.78,103.98,2720,-52,NA,-241,NA,"soil"
"obs_0423","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.78,104.04,2350,-46,NA,-212,NA,"soil"
"obs_0424","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.79,104,2550,-49,NA,-206,NA,"soil"
"obs_0425","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",35.83,104.08,2060,-42,NA,-215,NA,"soil"
"obs_0426","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.53,101.83,3835,-71,NA,-158,NA,"soil"
"obs_0427","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.54,101.83,3727,-70,NA,-170,NA,"soil"
"obs_0428","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.56,101.85,3495,-66,NA,-181,NA,"soil"
"obs_0429","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.61,101.83,3250,-63,NA,-171,NA,"soil"
"obs_0430","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.63,101.83,3168,-62,NA,-166,NA,"soil"
"obs_0431","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.64,101.85,3035,-60,NA,-163,NA,"soil"
"obs_0432","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.64,101.85,3058,-60,NA,-176,NA,"soil"
"obs_0433","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.65,101.86,2967,-59,NA,-157,NA,"soil"
"obs_0434","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.66,101.86,2885,-57,NA,-148,NA,"soil"
"obs_0435","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.71,101.92,2637,-54,NA,-160,NA,"soil"
"obs_0436","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.73,101.93,2568,-53,NA,-156,NA,"soil"
"obs_0437","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.75,101.95,2514,-52,NA,-142,NA,"soil"
"obs_0438","Ladd 2021 compilation (Bai et al., 2014)","ETH Zurich: doi:10.3929/ethz-b-000412154","Mt Qilian, Asia","10.1016/j.orggeochem.2014.05.013",37.8,102,2363,-50,NA,-147,NA,"soil"
