"obs_id","include_in_calibration","exclusion_reason","archive_class","archive_assignment","review_flag"
"obs_0963",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0964",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0965",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0966",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0967",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0968",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0969",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0970",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0971",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0972",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0973",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0974",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0975",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0976",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0977",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0978",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0979",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0980",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0981",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0982",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0983",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0984",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0985",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0986",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0987",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0988",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0989",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0990",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0991",TRUE,"","soil","coordinate heuristic",""
"obs_0992",TRUE,"","soil","coordinate heuristic",""
"obs_0993",TRUE,"","soil","coordinate heuristic",""
"obs_0994",TRUE,"","soil","coordinate heuristic",""
"obs_0995",TRUE,"","soil","coordinate heuristic",""
"obs_0996",TRUE,"","soil","coordinate heuristic",""
"obs_0997",TRUE,"","soil","coordinate heuristic",""
"obs_0998",TRUE,"","soil","coordinate heuristic",""
"obs_0999",TRUE,"","soil","coordinate heuristic",""
"obs_1000",TRUE,"","soil","coordinate heuristic",""
"obs_1001",TRUE,"","soil","coordinate heuristic",""
"obs_1002",TRUE,"","soil","coordinate heuristic",""
"obs_1003",TRUE,"","soil","coordinate heuristic",""
"obs_1004",TRUE,"","soil","coordinate heuristic",""
"obs_1005",TRUE,"","soil","coordinate heuristic",""
"obs_1006",TRUE,"","soil","coordinate heuristic",""
"obs_1007",TRUE,"","soil","coordinate heuristic",""
"obs_1008",TRUE,"","soil","coordinate heuristic",""
"obs_1009",TRUE,"","soil","coordinate heuristic",""
"obs_1010",TRUE,"","soil","coordinate heuristic",""
"obs_1011",TRUE,"","soil","coordinate heuristic",""
"obs_1012",TRUE,"","soil","coordinate heuristic",""
"obs_1013",TRUE,"","soil","coordinate heuristic",""
"obs_1014",TRUE,"","soil","coordinate heuristic",""
"obs_1015",TRUE,"","soil","coordinate heuristic",""
"obs_1016",TRUE,"","soil","coordinate heuristic",""
"obs_1017",TRUE,"","soil","coordinate heuristic",""
"obs_1018",TRUE,"","soil","coordinate heuristic",""
"obs_1019",TRUE,"","soil","coordinate heuristic",""
"obs_1020",TRUE,"","soil","coordinate heuristic",""
"obs_1021",TRUE,"","soil","coordinate heuristic",""
"obs_1022",TRUE,"","soil","coordinate heuristic",""
"obs_1023",TRUE,"","soil","coordinate heuristic",""
"obs_1024",TRUE,"","soil","coordinate heuristic",""
"obs_1025",TRUE,"","soil","coordinate heuristic",""
"obs_1026",TRUE,"","soil","coordinate heuristic",""
"obs_1027",TRUE,"","soil","coordinate heuristic",""
"obs_1028",TRUE,"","soil","coordinate heuristic",""
"obs_1029",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1030",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1031",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1032",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1033",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1034",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1035",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1036",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1037",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1038",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1039",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1040",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1041",TRUE,"","marine sediment","coordinate heuristic",""
"obs_1042",TRUE,"","soil","coordinate heuristic",""
"obs_1043",TRUE,"","soil","coordinate heuristic",""
"obs_1044",TRUE,"","soil","coordinate heuristic",""
"obs_1045",TRUE,"","soil","coordinate heuristic",""
"obs_1046",TRUE,"","soil","coordinate heuristic",""
"obs_1047",TRUE,"","soil","coordinate heuristic",""
"obs_1048",TRUE,"","soil","coordinate heuristic",""
"obs_1049",TRUE,"","soil","coordinate heuristic",""
"obs_1050",TRUE,"","soil","coordinate heuristic",""
"obs_1051",TRUE,"","soil","coordinate heuristic",""
"obs_1052",TRUE,"","soil","coordinate heuristic",""
"obs_1053",TRUE,"","soil","coordinate heuristic",""
"obs_1054",TRUE,"","soil","coordinate heuristic",""
"obs_1055",TRUE,"","soil","coordinate heuristic",""
"obs_1056",TRUE,"","soil","coordinate heuristic",""
"obs_1057",TRUE,"","soil","coordinate heuristic",""
"obs_1058",TRUE,"","soil","coordinate heuristic",""
"obs_1059",TRUE,"","soil","coordinate heuristic",""
"obs_1060",TRUE,"","soil","coordinate heuristic",""
"obs_1061",TRUE,"","soil","coordinate heuristic",""
"obs_1062",TRUE,"","soil","coordinate heuristic",""
"obs_1063",TRUE,"","soil","coordinate heuristic",""
"obs_1064",TRUE,"","soil","coordinate heuristic",""
"obs_1065",TRUE,"","soil","coordinate heuristic",""
"obs_1066",TRUE,"","soil","coordinate heuristic",""
"obs_1067",TRUE,"","soil","coordinate heuristic",""
"obs_1068",TRUE,"","soil","coordinate heuristic",""
"obs_1069",TRUE,"","soil","coordinate heuristic",""
"obs_1070",TRUE,"","soil","coordinate heuristic",""
"obs_1071",TRUE,"","soil","coordinate heuristic",""
"obs_1072",TRUE,"","soil","coordinate heuristic",""
"obs_1073",TRUE,"","soil","coordinate heuristic",""
"obs_1074",TRUE,"","soil","coordinate heuristic",""
"obs_1075",TRUE,"","soil","coordinate heuristic",""
"obs_1076",TRUE,"","soil","coordinate heuristic",""
"obs_1077",TRUE,"","soil","coordinate heuristic",""
"obs_1078",TRUE,"","soil","coordinate heuristic",""
"obs_1079",TRUE,"","soil","coordinate heuristic",""
"obs_1080",TRUE,"","soil","coordinate heuristic",""
"obs_1081",TRUE,"","soil","coordinate heuristic",""
"obs_1082",TRUE,"","soil","coordinate heuristic",""
"obs_1083",TRUE,"","soil","coordinate heuristic",""
"obs_1084",TRUE,"","soil","coordinate heuristic",""
"obs_1085",TRUE,"","soil","coordinate heuristic",""
"obs_1086",TRUE,"","soil","coordinate heuristic",""
"obs_1087",TRUE,"","soil","coordinate heuristic",""
"obs_1088",TRUE,"","lake sediment","coordinate heuristic",""
"obs_1089",TRUE,"","lake sediment","coordinate heuristic",""
"obs_1090",TRUE,"","lake sediment","coordinate heuristic",""
"obs_1091",TRUE,"","soil","coordinate heuristic",""
"obs_1092",TRUE,"","soil","coordinate heuristic",""
"obs_1093",TRUE,"","soil","coordinate heuristic",""
"obs_1094",TRUE,"","soil","coordinate heuristic",""
"obs_1095",TRUE,"","soil","coordinate heuristic",""
"obs_1096",TRUE,"","soil","coordinate heuristic",""
"obs_1097",TRUE,"","soil","coordinate heuristic",""
"obs_1098",TRUE,"","soil","coordinate heuristic",""
"obs_1099",TRUE,"","soil","coordinate heuristic",""
"obs_1100",TRUE,"","soil","coordinate heuristic",""
"obs_1101",TRUE,"","soil","coordinate heuristic",""
"obs_1102",TRUE,"","soil","coordinate heuristic",""
"obs_1103",TRUE,"","soil","coordinate heuristic",""
"obs_1104",TRUE,"","soil","coordinate heuristic",""
"obs_1105",TRUE,"","soil","coordinate heuristic",""
"obs_1106",TRUE,"","soil","coordinate heuristic",""
"obs_1107",TRUE,"","soil","coordinate heuristic",""
"obs_1108",TRUE,"","soil","coordinate heuristic",""
"obs_1109",TRUE,"","soil","coordinate heuristic",""
"obs_1110",TRUE,"","fluvial sediment","source review",""
"obs_1111",TRUE,"","fluvial sediment","source review",""
"obs_1112",TRUE,"","fluvial sediment","source review",""
"obs_1113",TRUE,"","fluvial sediment","source review",""
"obs_1114",TRUE,"","fluvial sediment","source review",""
"obs_1115",TRUE,"","fluvial sediment","source review",""
"obs_1116",TRUE,"","fluvial sediment","source review",""
"obs_1117",TRUE,"","fluvial sediment","source review",""
"obs_1118",TRUE,"","fluvial sediment","source review",""
"obs_1119",TRUE,"","fluvial sediment","source review",""
"obs_1120",TRUE,"","fluvial sediment","source review",""
"obs_1121",TRUE,"","fluvial sediment","source review",""
"obs_1122",TRUE,"","fluvial sediment","source review",""
"obs_1123",TRUE,"","fluvial sediment","source review",""
"obs_1124",TRUE,"","fluvial sediment","source review",""
"obs_1125",TRUE,"","fluvial sediment","source review",""
"obs_1126",TRUE,"","fluvial sediment","source review",""
"obs_1127",TRUE,"","fluvial sediment","source review",""
"obs_1128",TRUE,"","fluvial sediment","source review",""
"obs_1129",TRUE,"","fluvial sediment","source review",""
"obs_1130",TRUE,"","fluvial sediment","source review",""
"obs_1131",TRUE,"","fluvial sediment","source review",""
"obs_1132",TRUE,"","fluvial sediment","source review",""
"obs_1133",TRUE,"","fluvial sediment","source review",""
"obs_1134",TRUE,"","fluvial sediment","source review",""
"obs_1135",TRUE,"","fluvial sediment","source review",""
"obs_1136",TRUE,"","fluvial sediment","source review",""
