"obs_id","include_in_calibration","exclusion_reason","archive_class","archive_assignment","review_flag"
"obs_0531",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0532",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0533",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0534",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0535",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0536",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0537",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0538",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0539",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0540",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0541",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0542",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0543",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0544",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0545",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0546",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0547",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0548",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0549",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0550",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0551",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0552",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0553",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0554",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0555",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0556",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0557",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0558",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0559",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0560",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0561",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0562",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0563",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0564",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0565",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0566",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0567",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0568",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0569",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0570",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0571",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0572",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0573",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0574",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0575",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0576",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0577",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0578",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0579",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0580",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0581",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0582",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0583",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0584",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0585",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0586",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0587",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0588",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0589",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0590",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0591",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0592",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0593",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0594",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0595",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0596",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0597",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0598",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0599",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0600",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0601",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0602",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0603",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0604",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0605",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0606",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0607",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0608",TRUE,"","soil","source review",""
"obs_0609",TRUE,"","soil","source review",""
"obs_0610",TRUE,"","soil","source review",""
"obs_0611",TRUE,"","soil","source review",""
"obs_0612",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0613",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0614",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0615",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0616",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0617",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0618",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0619",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0620",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0621",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0622",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0623",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0624",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0625",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0626",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0627",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0628",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0629",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0630",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0631",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0632",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0633",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0634",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0635",TRUE,"","marine sediment","coordinate heuristic",""
"obs_0636",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0637",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0638",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0639",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0640",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0641",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0642",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0643",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0644",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0645",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0646",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0647",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0648",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0649",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0650",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0651",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0652",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0653",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0654",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0655",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0656",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0657",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0658",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0659",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0660",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0661",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0662",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0663",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0664",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0665",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0666",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0667",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0668",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0669",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0670",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0671",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0672",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0673",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0674",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0675",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0676",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0677",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0678",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0679",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0680",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0681",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0682",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0683",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0684",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0685",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0686",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0687",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0688",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0689",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0690",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0691",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0692",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0693",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0694",TRUE,"","soil","source review",""
"obs_0695",TRUE,"","soil","source review",""
"obs_0696",TRUE,"","soil","source review",""
"obs_0697",TRUE,"","soil","source review",""
"obs_0698",TRUE,"","soil","source review",""
"obs_0699",TRUE,"","soil","source review",""
"obs_0700",TRUE,"","soil","source review",""
"obs_0701",TRUE,"","soil","source review",""
"obs_0702",TRUE,"","soil","source review",""
"obs_0703",TRUE,"","soil","source review",""
"obs_0704",TRUE,"","soil","source review",""
"obs_0705",TRUE,"","soil","source review",""
"obs_0706",TRUE,"","soil","source review",""
"obs_0707",TRUE,"","soil","source review",""
"obs_0708",TRUE,"","soil","source review",""
"obs_0709",TRUE,"","soil","source review",""
"obs_0710",TRUE,"","soil","source review",""
"obs_0711",TRUE,"","soil","source review",""
"obs_0712",TRUE,"","soil","source review",""
"obs_0713",TRUE,"","soil","source review",""
"obs_0714",TRUE,"","soil","source review",""
"obs_0715",TRUE,"","soil","source review",""
"obs_0716",TRUE,"","soil","source review",""
"obs_0717",TRUE,"","soil","source review",""
"obs_0718",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0719",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0720",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0721",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0722",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0723",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0724",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0725",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0726",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0727",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0728",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0729",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0730",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0731",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0732",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0733",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0734",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0735",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0736",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0737",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0738",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0739",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0740",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0741",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0742",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0743",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0744",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0745",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0746",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0747",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0748",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0749",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0750",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0751",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0752",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0753",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0754",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0755",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0756",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0757",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0758",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0759",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0760",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0761",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0762",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0763",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0764",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0765",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0766",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0767",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0768",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0769",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0770",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0771",TRUE,"","soil","source review",""
"obs_0772",TRUE,"","soil","source review",""
"obs_0773",TRUE,"","soil","source review",""
"obs_0774",TRUE,"","soil","source review",""
"obs_0775",TRUE,"","soil","source review",""
"obs_0776",TRUE,"","soil","source review",""
"obs_0777",TRUE,"","soil","source review",""
"obs_0778",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0779",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0780",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0781",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0782",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0783",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0784",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0785",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0786",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0787",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0788",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0789",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0790",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0791",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0792",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0793",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0794",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0795",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0796",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0797",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0798",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0799",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0800",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0801",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0802",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0803",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0804",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0805",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0806",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0807",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0808",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0809",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0810",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0811",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0812",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0813",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0814",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0815",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0816",TRUE,"","marine sediment","coordinate heuristic",""
"obs_0817",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0818",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0819",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0820",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0821",TRUE,"","marine sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0822",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0823",TRUE,"","marine sediment","coordinate heuristic",""
"obs_0824",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0825",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0826",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0827",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0828",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0829",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0830",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0831",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0832",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0833",TRUE,"","soil","coordinate heuristic",""
"obs_0834",TRUE,"","soil","source review",""
"obs_0835",TRUE,"","soil","source review",""
"obs_0836",TRUE,"","soil","source review",""
"obs_0837",TRUE,"","soil","source review",""
"obs_0838",TRUE,"","soil","source review",""
"obs_0839",TRUE,"","soil","source review",""
"obs_0840",TRUE,"","soil","source review",""
"obs_0841",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0842",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0843",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0844",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0845",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0846",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0847",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0848",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0849",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0850",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0851",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0852",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0853",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0854",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0855",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0856",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0857",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0858",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0859",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0860",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0861",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0862",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0863",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0864",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0865",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0866",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0867",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0868",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0869",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0870",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0871",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0872",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0873",TRUE,"","lake sediment","coordinate heuristic","near-coast lake versus marine classification remains uncertain"
"obs_0874",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0875",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0876",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0877",TRUE,"","soil","coordinate heuristic",""
"obs_0878",TRUE,"","soil","coordinate heuristic",""
"obs_0879",TRUE,"","soil","coordinate heuristic",""
"obs_0880",TRUE,"","soil","coordinate heuristic",""
"obs_0881",TRUE,"","soil","coordinate heuristic",""
"obs_0882",TRUE,"","soil","coordinate heuristic",""
"obs_0883",TRUE,"","soil","coordinate heuristic",""
"obs_0884",TRUE,"","soil","coordinate heuristic",""
"obs_0885",TRUE,"","soil","coordinate heuristic",""
"obs_0886",TRUE,"","soil","coordinate heuristic",""
"obs_0887",TRUE,"","soil","coordinate heuristic",""
"obs_0888",TRUE,"","soil","coordinate heuristic",""
"obs_0889",TRUE,"","soil","coordinate heuristic",""
"obs_0890",TRUE,"","soil","coordinate heuristic",""
"obs_0891",TRUE,"","soil","coordinate heuristic",""
"obs_0892",TRUE,"","soil","coordinate heuristic",""
"obs_0893",TRUE,"","soil","coordinate heuristic",""
"obs_0894",TRUE,"","soil","coordinate heuristic",""
"obs_0895",TRUE,"","soil","coordinate heuristic",""
"obs_0896",TRUE,"","soil","coordinate heuristic",""
"obs_0897",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0898",TRUE,"","soil","coordinate heuristic",""
"obs_0899",TRUE,"","soil","coordinate heuristic",""
"obs_0900",TRUE,"","soil","coordinate heuristic",""
"obs_0901",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0902",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0903",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0904",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0905",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0906",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0907",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0908",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0909",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0910",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0911",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0912",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0913",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0914",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0915",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0916",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0917",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0918",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0919",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0920",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0921",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0922",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0923",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0924",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0925",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0926",TRUE,"","soil","coordinate heuristic",""
"obs_0927",TRUE,"","soil","coordinate heuristic",""
"obs_0928",TRUE,"","soil","coordinate heuristic",""
"obs_0929",TRUE,"","soil","coordinate heuristic",""
"obs_0930",TRUE,"","soil","coordinate heuristic",""
"obs_0931",TRUE,"","soil","coordinate heuristic",""
"obs_0932",TRUE,"","soil","coordinate heuristic",""
"obs_0933",TRUE,"","soil","coordinate heuristic",""
"obs_0934",TRUE,"","soil","coordinate heuristic",""
"obs_0935",TRUE,"","soil","coordinate heuristic",""
"obs_0936",TRUE,"","soil","coordinate heuristic",""
"obs_0937",TRUE,"","soil","coordinate heuristic",""
"obs_0938",TRUE,"","soil","coordinate heuristic",""
"obs_0939",TRUE,"","soil","coordinate heuristic",""
"obs_0940",TRUE,"","soil","coordinate heuristic",""
"obs_0941",TRUE,"","soil","coordinate heuristic",""
"obs_0942",TRUE,"","soil","coordinate heuristic",""
"obs_0943",TRUE,"","soil","coordinate heuristic",""
"obs_0944",TRUE,"","soil","coordinate heuristic",""
"obs_0945",TRUE,"","soil","coordinate heuristic",""
"obs_0946",TRUE,"","soil","coordinate heuristic",""
"obs_0947",TRUE,"","soil","coordinate heuristic",""
"obs_0948",TRUE,"","soil","coordinate heuristic",""
"obs_0949",TRUE,"","soil","coordinate heuristic",""
"obs_0950",TRUE,"","soil","coordinate heuristic",""
"obs_0951",TRUE,"","soil","coordinate heuristic",""
"obs_0952",TRUE,"","soil","coordinate heuristic",""
"obs_0953",TRUE,"","soil","coordinate heuristic",""
"obs_0954",TRUE,"","soil","coordinate heuristic",""
"obs_0955",TRUE,"","soil","coordinate heuristic",""
"obs_0956",TRUE,"","soil","coordinate heuristic",""
"obs_0957",TRUE,"","soil","coordinate heuristic",""
"obs_0958",TRUE,"","soil","coordinate heuristic",""
"obs_0959",TRUE,"","soil","coordinate heuristic",""
"obs_0960",TRUE,"","soil","coordinate heuristic",""
"obs_0961",TRUE,"","lake sediment","coordinate heuristic",""
"obs_0962",TRUE,"","lake sediment","coordinate heuristic",""
