source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,DOI,audit_flags,sample_type
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Libby Flats (LF15),41.32491,-106.28588,3192.0,-118.0,,,29,-226.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Eagle (T2L25),41.43546,-85.57648,275.0,-47.0,,,29,-164.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Cottonwood (T3L28),41.44972,-96.56627,370.0,-61.0,,,29,-167.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Beaver Meadows (T2L23),41.52093,-79.11079,523.0,-65.0,,,29,-175.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Mendota (T2L26),41.55853,-89.13097,235.0,-44.0,,,29,-174.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Quarry Spring (T2L27),41.68668,-93.24137,241.0,-41.0,,,29,-180.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T2L17 (T2L17),41.69247,-74.68755,479.0,-55.0,,,29,-174.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Batterson (T2L21),41.71002,-72.78982,94.0,-49.0,,,29,-187.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Blanding (T2L22),41.79835,-75.67582,454.0,-59.0,,,29,-160.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Arms House (T2L20),41.95139,-70.6655,24.0,-46.0,,,29,-191.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Carter’s Pond (T2L18),43.16463,-73.42084,151.0,-60.0,,,29,-165.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Twin Ponds (T2L19),44.06117,-72.57968,410.0,-69.0,,,29,-191.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 41),43.19,104.87,1453.0,-61.0,,,29,-152.2,0.8,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 42),43.59,103.04,1443.0,-56.0,,,29,-142.6,0.5,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 40),44.11,105.05,1358.0,-56.0,,,29,-172.7,2.9,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 39),44.51,105.35,1314.0,-55.0,,,29,-154.1,1.8,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 37),45.36,105.69,1342.0,-56.0,,,29,-204.8,0.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 36),45.71,106.12,1406.0,-58.0,,,29,-178.8,1.2,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 35),46.86,106.64,1376.0,-62.0,,,29,-183.2,0.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 34),47.42,106.77,1611.0,-67.0,,,29,-182.3,0.8,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 30),47.74,102.74,1366.0,-67.0,,,29,-203.1,0.9,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 31),47.75,102.77,1337.0,-66.0,,,29,-184.7,2.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 29),48.15,99.72,2065.0,-90.0,,,29,-198.3,0.3,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 28),48.15,99.75,2054.0,-89.0,,,29,-203.2,0.8,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 27),48.24,99.02,2235.0,-95.0,,,29,-199.1,0.4,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 26),48.25,99.01,2284.0,-96.0,,,29,-214.9,1.2,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 23),48.29,98.95,2528.0,-101.0,,,29,-201.8,0.0,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 22),48.3,98.94,2441.0,-99.0,,,29,-205.0,1.4,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 21),48.31,98.92,2343.0,-98.0,,,29,-195.8,0.9,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 17),48.35,98.92,2133.0,-95.0,,,29,-200.9,1.4,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 16),48.42,98.9,1948.0,-93.0,,,29,-203.6,0.8,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 2),48.75,97.22,1952.0,-100.0,,,29,-189.9,1.1,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 1),48.76,97.25,1895.0,-99.0,,,29,-200.4,0.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 12),48.76,97.3,1942.0,-100.0,,,29,-166.5,1.1,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 3),48.77,97.3,1859.0,-99.0,,,29,-184.9,0.9,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 4),48.78,97.33,1799.0,-98.0,,,29,-190.7,1.4,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 6),48.79,97.33,1797.0,-98.0,,,29,-195.8,0.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 10),48.8,97.35,1841.0,-99.0,,,29,-175.1,1.6,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Struck et al. 2020,Struck et al. 2020 DataSheet1,Mongolia (site 9),48.8,97.37,1852.0,-99.0,,,29,-183.0,3.0,Both,10.3389/feart.2020.00343,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,UGC7,47.75,102.8,1343.0,-81.31726361,,,29,-186.1,0.6,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,UGC3,47.76,102.81,1333.0,-81.3180184,,,29,-184.7,2.5,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,T3,48.26,98.99,2382.0,-107.1106057,,,29,-203.3,1.3,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,T4,48.28,98.98,2475.0,-108.1100583,,,29,-206.7,1.1,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,T7b,48.31,98.92,2343.0,-106.9573758,,,29,-199.8,0.7,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC2,48.79,97.3,1792.0,-101.6527473,,,29,-189.0,0.6,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC1,48.79,97.3,1796.0,-101.6527473,,,29,-193.7,3.6,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC5,48.79,97.34,1802.0,-101.8424994,,,29,-190.7,1.1,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC9,48.79,97.33,1811.0,-101.7950614,,,29,-184.2,1.7,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC11,48.79,97.34,1814.0,-101.8424994,,,29,-193.5,2.5,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
"Struck et al., 2020",Ladd,TLC8,48.8,97.38,1808.0,-102.0363412,,,29,-189.0,1.0,User compilation,,VERIFIED: Values match supplement Data Sheet 1,Topsoil
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB3701-1, off SW Africa",-27.9517,14.005,-1488.0,-18.0,,,29,-123.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1488m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB3705-3, off SW Africa",-24.3033,12.9967,-1308.0,-28.0,,,29,-131.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1308m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB3706-3, off SW Africa",-22.7167,12.6017,-1313.0,-26.0,,,29,-130.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1313m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB3715-2, off SW Africa",-18.955,11.0567,-1203.0,,,,29,-129.0,2.0,Computer v6,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1203m); Missing: d2H_precip,Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB3713-1, off SW Africa",-15.6283,11.58,-1330.0,-30.0,,,29,-133.0,3.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1330m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4917-4, off SW Africa",-11.9033,13.0733,-1300.0,-38.0,,,29,-133.0,1.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1300m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4916-3, off SW Africa",-10.1733,12.6867,-1294.0,-35.0,,,29,-129.0,0.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1294m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4915-2, off SW Africa",-7.75,11.8733,-1306.0,-30.0,,,29,-131.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1306m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4913-3, off SW Africa",-5.5033,11.0717,-1296.0,-22.0,,,29,-131.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1296m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4912-3, off SW Africa",-3.73,9.785,-1298.0,,,,29,-127.0,2.0,Computer v6,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1298m); Missing: d2H_precip,Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4909-3, off SW Africa",-2.0683,8.625,-1305.0,,,,29,-127.0,2.0,Computer v6,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1305m); Missing: d2H_precip,Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4906-4, off SW Africa",-0.69,8.3783,-1272.0,-20.0,,,29,-127.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1272m),Marine surface sediment
Vogts et al. 2016,PANGAEA: doi:10.1594/PANGAEA.859572,"GeoB4904-6, off SW Africa",0.9617,8.88,-1349.0,-24.0,,,29,-133.0,2.0,Both,10.1016/j.orggeochem.2016.03.003,NOTE: marine core water depth (-1349m),Marine surface sediment
"Wang et al., 2017",Liu,Tibetan plateau,22.2,100.5,1400.0,-63.0,,,29,-210.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,22.3,101.3,931.0,-56.0,,,29,-213.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,22.7,101.3,956.0,-57.0,,,29,-188.2,,User compilation,,VERIFIED: Typo corrected from -288 to -188.2 per Hren & Brandon 2026 Zenodo Table S3 (XIS-13-03),Soil
"Wang et al., 2017",Liu,Tibetan plateau,25.6,100.1,1265.0,-61.0,,,29,-161.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,25.9,99.3,1745.0,-68.0,,,29,-172.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.5,99.8,2357.0,-77.0,,,29,-166.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.5,99.7,2635.0,-81.0,,,29,-213.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.6,99.8,2463.0,-78.0,,,29,-183.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.7,99.9,2459.0,-78.0,,,29,-168.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.9,100.0,1881.0,-70.0,,,29,-196.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,26.9,100.0,2500.0,-79.0,,,29,-189.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.1,99.6,2549.0,-80.0,,,29,-190.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.1,100.7,3075.0,-87.0,,,29,-215.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.2,100.0,1971.0,-71.0,,,29,-204.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.4,100.8,2538.0,-80.0,,,29,-169.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.5,101.3,2233.0,-75.0,,,29,-195.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.5,101.3,2754.0,-83.0,,,29,-181.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.6,101.0,2362.0,-77.0,,,29,-186.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.6,100.8,3340.0,-91.0,,,29,-191.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,27.7,100.8,2764.0,-83.0,,,29,-205.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,28.2,99.3,2248.0,-75.0,,,29,-221.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,28.4,98.4,3516.0,-94.0,,,29,-243.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,28.4,99.0,3750.0,-97.0,,,29,-240.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,28.5,98.9,3300.0,-91.0,,,29,-231.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,29.4,98.7,3590.0,-95.0,,,29,-221.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,29.9,97.7,3818.0,-98.0,,,29,-247.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,30.7,97.4,3060.0,-87.0,,,29,-219.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,31.3,98.0,4147.0,-103.0,,,29,-240.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,31.8,97.7,3978.0,-100.0,,,29,-202.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,32.3,96.0,4226.0,-104.0,,,29,-241.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,32.4,95.4,3970.0,-100.0,,,29,-234.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,32.7,95.1,4154.0,-103.0,,,29,-234.0,,User compilation,,OK,Soil
"Wang et al., 2017",Liu,Tibetan plateau,33.1,95.2,4146.0,-103.0,,,29,-208.0,,User compilation,,OK,Soil
"Wang et al., 2023",,Huguang H2,21.1,110.31,,,,,29,-154.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Huguang H3,21.1,110.3,,,,,29,-157.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Huguang H1,21.11,110.31,,,,,29,-186.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Techeng T3,21.15,110.44,,,,,29,-182.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Techeng T4,21.15,110.44,,,,,29,-135.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Techeng T5,21.15,110.44,,,,,29,-149.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Techeng T1,21.15,110.44,,,,,29,-131.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Techeng T6,21.16,110.44,,,,,29,-135.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Gaoqiao G2,21.57,109.75,,,,,29,-146.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Gaoqiao G3,21.57,109.75,,,,,29,-160.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Gaoqiao G4,21.57,109.75,,,,,29,-178.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Gaoqiao G6,21.57,109.76,,,,,29,-169.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
"Wang et al., 2023",,Gaoqiao G1,21.58,109.75,,,,,29,-165.0,,User compilation,,"Missing: elevation, d2H_precip",Soil
Xia et al 2008,McFarlin,QY,28.89,90.22,4855.0,-135.0,2.0,,29,-199.0,9.0,User compilation,,OK,Lake sediment
Xia et al 2008,McFarlin,KLK,37.28,96.88,2812.0,-36.0,1.0,,29,-126.0,8.0,User compilation,,OK,Lake sediment
Xia et al 2008,McFarlin,XQ,37.47,95.49,3163.0,-43.0,4.0,,29,-139.0,7.0,User compilation,,OK,Lake sediment
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S25 (Hillslope)",-26.1113,-67.428,3553.0,,,,29,-128.9,1.2,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S24 (Hillslope)",-26.6317,-66.933,3574.0,,,,29,-123.1,0.5,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_016 (Hillslope)",-26.7044,-65.7998,3100.0,,,,29,-163.5,1.9,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S16 (Hillslope)",-26.736,-65.7861,3064.0,,,,29,-143.6,4.9,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S14 (Hillslope)",-26.8138,-65.7158,2593.0,,,,29,-148.6,6.9,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S12 (Hillslope)",-26.9461,-65.6656,1920.0,,,,29,-136.3,6.6,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S10 (Hillslope)",-26.9979,-65.6628,1535.0,,,,29,-129.6,2.2,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S07 (Hillslope)",-27.0948,-65.6182,774.0,,,,29,-119.1,3.6,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR11_S04 (Hillslope)",-27.5134,-64.9011,290.0,,,,29,-106.9,0.5,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_080 (Valley)",-23.694,-65.648,4130.0,,,,29,-145.2,1.5,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_085 (Valley)",-23.5856,-65.4063,2458.0,,,,29,-125.4,1.2,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_087 (Valley)",-23.8283,-65.4729,2166.0,,,,29,-134.5,2.0,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_089 (Valley)",-23.9691,-65.4503,1983.0,,,,29,-128.3,2.5,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_090 (Valley)",-24.0274,-65.4398,1676.0,,,,29,-113.6,1.8,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_092 (Valley)",-24.1193,-65.406,1478.0,,,,29,-130.0,1.4,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, AR13_094 (Valley)",-24.1777,-65.3547,1348.0,,,,29,-113.8,3.6,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, ST13_015 (Valley)",-24.2384,-65.1918,1076.0,,,,29,-129.1,5.4,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, ST13_019 (Valley)",-24.2682,-64.917,586.0,,,,29,-110.4,2.8,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Nieto-Moreno et al. 2016,,"Andes, NW Argentina, ST13_022 (Valley)",-23.7116,-64.5354,313.0,,,,29,-110.3,4.4,Gap-fill v8,10.1016/j.epsl.2016.07.049,VERIFIED: Values from supplement Table S1,Soil
Repasch et al. 2021,,"Rio Bermejo, Argentina (Embarcacion)",-23.3561,-64.1843,,,,,29,-155.43,1.99,Gap-fill v8,10.1038/s41561-021-00845-7,VERIFIED: Values from PANGAEA.925616,LEAF LITTER
Repasch et al. 2021,,"Rio Bermejo, Argentina (El Colgado)",-23.3555,-64.1839,,,,,29,-169.06,1.16,Gap-fill v8,10.1038/s41561-021-00845-7,VERIFIED: Values from PANGAEA.925616,LEAF LITTER
